,logLik,se,gamma,m,rho,epsilon,omega,c,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6
43,-3857.30810546875,,16.959461212158203,0.046967312693595886,0.0,5.00176477432251,0.09728880226612091,1.0,-0.006868994235992432,3.3741021156311035,0.2562236189842224,0.8692452907562256,6.3603434562683105,-4.548463344573975,3.9630308151245117,3.316972494125366,4.279970645904541,0.20427687466144562,-6.092092990875244,-6.599329471588135,-2.55790638923645,-9.02854061126709,-5.308466911315918
44,-3828.315673828125,,34.184932708740234,0.08608437329530716,0.0,11.65981674194336,0.04748442769050598,1.0,-0.007568084001541138,3.170468807220459,0.17359335720539093,3.1337006092071533,4.856161117553711,1.7345510721206665,3.9143662452697754,4.040229320526123,4.2033867835998535,-2.85384464263916,-4.910785675048828,-3.0196189880371094,-4.804391384124756,-10.259683609008789,-5.833968639373779
45,-4289.08349609375,,15.209526062011719,0.027048934251070023,0.0,7.0991740226745605,0.0029417192563414574,1.0,-0.003371850550174713,3.9578499794006348,0.22192926704883575,-0.9890033006668091,-2.492342233657837,-1.0264588594436646,3.8031904697418213,3.130659818649292,4.6562418937683105,-2.0635108947753906,2.641399621963501,-5.4175567626953125,-4.679728031158447,-4.1932196617126465,-7.69013786315918
46,-3943.0634765625,,19.89552116394043,0.03186597675085068,0.0,16.203319549560547,7.921641826629639,1.0,0.0008675357699394226,3.7571182250976562,0.2239186018705368,1.1013681888580322,5.804714202880859,-2.207705497741699,3.5535974502563477,3.363945960998535,4.253012180328369,-0.8236206769943237,-2.8161425590515137,-3.355051040649414,-3.3667147159576416,-8.884743690490723,-5.226992130279541
47,-3999.6171875,,18.904443740844727,0.03545038029551506,0.0,6.967489242553711,0.00028747323085553944,1.0,-0.012053976058959961,3.9942357540130615,0.21509847044944763,1.2009974718093872,5.835504055023193,-2.517453670501709,3.272383213043213,3.729914665222168,4.669881343841553,-2.5424375534057617,0.6810484528541565,-4.863789081573486,-2.1676831245422363,-7.552004337310791,-16.384990692138672
48,-3925.6142578125,,29.45351219177246,0.06121387332677841,0.0,7.532109260559082,5.5182383221108466e-05,1.0,-0.005314527153968811,3.244675636291504,0.26825398206710815,2.602689504623413,5.37605619430542,0.3744824528694153,3.8212857246398926,3.862030267715454,4.163438320159912,-8.079001426696777,-9.236676216125488,-1.1475664377212524,-5.425492286682129,-9.356269836425781,-2.3546457290649414
49,-4040.919677734375,,19.236421585083008,0.02942632883787155,0.0,11.847257614135742,1.8253429516335018e-05,1.0,-0.0022557668387889864,3.5857768058776855,0.21901103854179382,0.787689208984375,6.488204479217529,-3.9145026206970215,4.000925540924072,3.2691996097564697,4.2814860343933105,-4.9808125495910645,-2.247772216796875,-3.144879102706909,-2.844818353652954,-10.792718887329102,-0.2616864740848541
50,-4208.14990234375,,21.21661376953125,0.042758598923683167,0.0,4.548338890075684,0.007387300953269005,1.0,-0.0018418976664543152,3.119004726409912,0.23955659568309784,1.7951862812042236,5.73015832901001,-1.499314785003662,3.7021780014038086,3.4047999382019043,4.228248119354248,-14.607373237609863,-6.901081085205078,-2.3358075618743896,-4.545059680938721,-12.150390625,-1.319532036781311
51,-4313.68115234375,,22.425201416015625,0.061921458691358566,0.0,2.9463226795196533,0.17307935655117035,1.0,-0.008341583013534546,3.375396728515625,0.15501925349235535,1.5992680788040161,6.36850118637085,-4.413952350616455,4.068902015686035,3.759655475616455,4.175313949584961,-3.0227761268615723,-2.160066843032837,-2.9512903690338135,-4.048922061920166,-9.988539695739746,-4.301222324371338
52,-3969.4482421875,,17.194129943847656,0.02969662845134735,0.0,11.899946212768555,0.0010725004831328988,1.0,-0.015908102989196777,3.5926668643951416,0.20023205876350403,0.5696173906326294,6.869728088378906,-4.236692428588867,3.8916897773742676,3.5379881858825684,4.715427398681641,-0.9532509446144104,-1.8262685537338257,-3.963347911834717,-2.08931040763855,-9.134309768676758,-5.391373157501221
53,-3884.201904296875,,28.48427963256836,0.04471408575773239,0.0,23.349294662475586,0.12073955684900284,1.0,-0.003874320089817047,3.271913766860962,0.1915607452392578,2.079383134841919,4.894542217254639,0.8822707533836365,3.7113256454467773,3.7170021533966064,4.284182071685791,-0.16083231568336487,-2.371575355529785,-3.1331863403320312,-4.199190616607666,-7.389317035675049,-10.666763305664062
54,-3931.927490234375,,17.734508514404297,0.04101730138063431,0.0,5.966700553894043,0.6956004500389099,1.0,-0.004282585382461548,3.235426425933838,0.26633864641189575,-0.1532500982284546,7.556512355804443,-7.900776386260986,4.267449378967285,3.0591084957122803,4.483026027679443,0.9955970644950867,-6.966472625732422,-3.1926355361938477,-2.8368732929229736,-9.601499557495117,-6.2707295417785645
55,-4085.728515625,,26.073993682861328,0.05017109587788582,0.0,5.4719438552856445,0.05838797613978386,1.0,-0.005746521353721619,3.4398210048675537,0.23125725984573364,2.6033549308776855,5.330535411834717,0.23082411289215088,3.1919727325439453,3.7895455360412598,4.243711471557617,-4.4076247215271,-6.553826332092285,-3.320728063583374,-3.231915235519409,-7.037377834320068,-5.210193634033203
56,-3903.06494140625,,14.882722854614258,0.03617292642593384,0.0,8.737805366516113,0.0008276592707261443,1.0,-0.003212447166442871,3.255725622177124,0.2073930948972702,1.4843673706054688,5.667844295501709,-2.544374465942383,3.9194624423980713,3.226743459701538,4.007862567901611,-9.3435697555542,-2.3644373416900635,-10.346868515014648,-8.91630744934082,-6.985919952392578,-7.74350118637085
57,-4234.3837890625,,18.297073364257812,0.044209305197000504,0.0,4.539287567138672,0.009043030440807343,1.0,-0.018174843788146974,3.1720402240753174,0.18536406755447388,2.1815924644470215,6.122251987457275,-2.627166271209717,3.7094056606292725,3.8770341873168945,4.290408611297607,-6.201020240783691,-12.44444465637207,-0.9606120586395264,-4.704945087432861,-7.567378520965576,-5.344430446624756
58,-3932.017578125,,24.840587615966797,0.044223178178071976,0.0,8.802390098571777,0.050125375390052795,1.0,-0.008445653915405273,3.321989059448242,0.22490344941616058,2.333089828491211,5.4511189460754395,-0.0441809706389904,3.8693275451660156,3.682284355163574,4.4176506996154785,-9.999171257019043,-5.366980075836182,-1.354973554611206,-5.380980491638184,-6.729392051696777,-8.556337356567383
59,-4115.240234375,,23.18305015563965,0.05869732052087784,0.0,5.5750274658203125,0.0642186626791954,1.0,-0.003059684634208679,3.543077230453491,0.12750716507434845,1.7235496044158936,5.939574718475342,-2.80791974067688,4.103699684143066,3.2357358932495117,4.3340864181518555,-5.9973578453063965,-1.4358057975769043,-3.1820526123046875,-3.9558982849121094,-9.844836235046387,-2.444305896759033
60,-3875.860107421875,,21.908384323120117,0.053510915488004684,0.0,8.874170303344727,0.06561635434627533,1.0,-0.01359039068222046,3.3613810539245605,0.17630010843276978,1.4109649658203125,5.92799186706543,-2.378063678741455,3.922649621963501,3.646184206008911,4.539888381958008,-1.3666003942489624,-1.983993649482727,-2.6982953548431396,-4.480562210083008,-8.044892311096191,-7.687826156616211
61,-4086.79296875,,23.292932510375977,0.043013542890548706,0.0,7.201719284057617,0.00014196133997756988,1.0,-0.004524537026882171,3.813737154006958,0.1960921734571457,1.5422724485397339,5.2278571128845215,-0.648855447769165,3.8581366539001465,3.4541893005371094,4.3723015785217285,-2.5679759979248047,0.48117533326148987,-5.051826477050781,-3.5424280166625977,-8.271262168884277,-3.1786611080169678
62,-3932.34912109375,,17.07171630859375,0.04133794084191322,0.0,6.583870887756348,0.00044386344961822033,1.0,-0.0026823344826698305,3.3194146156311035,0.22160443663597107,-0.144440159201622,7.538103103637695,-9.30659008026123,4.182712554931641,2.868882179260254,4.583158493041992,-0.06759681552648544,-4.884099006652832,-3.0175650119781494,-3.7851545810699463,-7.4507246017456055,-5.774275302886963
63,-4123.4072265625,,15.676671028137207,0.04128027334809303,0.0,8.952274322509766,0.029003167524933815,1.0,-0.02306621313095093,3.199493646621704,0.2197692096233368,1.0895462036132812,6.419554710388184,-3.2847280502319336,3.764716386795044,3.5411038398742676,4.761609077453613,-1.392712116241455,-2.0438103675842285,-5.143196105957031,-2.4594287872314453,-7.336129665374756,-9.074076652526855
64,-4409.12646484375,,19.187782287597656,0.048372361809015274,0.0,2.198263168334961,0.21341444551944733,1.0,-0.005293983221054077,3.8995304107666016,0.24952086806297302,0.9180281162261963,5.856926441192627,-2.2242753505706787,3.816038131713867,3.5876307487487793,4.3031134605407715,-3.162527561187744,0.7468774914741516,-5.399814128875732,-2.378462076187134,-10.093253135681152,-2.599369525909424
65,-3973.501953125,,21.23939323425293,0.04574387148022652,0.0,6.155544757843018,0.06087854877114296,1.0,-0.0042303699254989625,3.5166680812835693,0.22868375480175018,1.490458607673645,5.712116241455078,-2.076688766479492,3.796736240386963,3.4325904846191406,4.349074840545654,-0.5857257843017578,-2.2142961025238037,-3.4368300437927246,-4.2697434425354,-7.102773189544678,-12.727813720703125
66,-4077.9990234375,,21.828947067260742,0.04985199496150017,0.0,5.670699596405029,0.07471663504838943,1.0,0.0011315324157476425,3.701322317123413,0.19155797362327576,1.683023452758789,5.873864650726318,-2.6775293350219727,4.110993385314941,3.3321495056152344,4.147660732269287,-7.304146766662598,-0.4521780014038086,-3.966019868850708,-4.094845771789551,-8.104334831237793,-8.592321395874023
67,-4257.494140625,,21.1246395111084,0.0525999553501606,0.0,2.7893667221069336,0.003461037762463093,1.0,-0.007352059483528137,3.8355517387390137,0.19885128736495972,2.023247241973877,5.721405982971191,-1.554776668548584,4.1112823486328125,3.5876381397247314,4.187452793121338,-2.3472342491149902,-3.9742987155914307,-2.9538612365722656,-4.328369617462158,-8.070295333862305,-3.2133994102478027
68,-3953.206787109375,,17.610145568847656,0.04640994966030121,0.0,4.039652347564697,0.0051038069650530815,1.0,-0.0059153991937637325,3.6590516567230225,0.20568431913852692,1.260935664176941,6.28507661819458,-4.201467990875244,3.4361026287078857,3.380896806716919,4.418999195098877,-1.3022198677062988,-2.7170584201812744,-6.114645004272461,-2.4806861877441406,-6.628817081451416,-9.650219917297363
69,-4170.14111328125,,24.769678115844727,0.038534872233867645,0.0,7.970808029174805,0.00027957645943388343,1.0,-0.005643481016159057,4.283685684204102,0.17767882347106934,1.1410212516784668,6.177744388580322,-2.5697672367095947,4.18865966796875,3.339785099029541,4.859774112701416,-1.4306392669677734,-1.028309941291809,-2.0386738777160645,-4.022000789642334,-7.394505977630615,-4.919905185699463
70,-3850.9248046875,,21.263486862182617,0.028673343360424042,0.0,33.06208419799805,0.00042320479406043887,1.0,-0.004505771398544312,3.4574642181396484,0.22180306911468506,1.8620085716247559,5.884763717651367,-1.751116156578064,3.7002341747283936,3.658966302871704,4.10391902923584,-8.106127738952637,-3.2075142860412598,-1.1119168996810913,-5.131878852844238,-8.3518705368042,-11.547680854797363
